ID_cliente,Fecha_contacto,Vendedor,Tipo_cliente,Segmento,Canal_principal,Cantidad_ovas_compradas,Monto_total_gastado,Frecuencia_compras,Ultima_compra,Dias_ultimo_contacto,Llamadas_recibidas,WhatsApp_recibidos,Emails_enviados,Reuniones_agendadas,Tiempo_respuesta_horas,Tasa_respuesta,Contactos_efectivos,Interes_compra,Satisfaccion,Probabilidad_retencion,Recomendaria,Cliente_interesado,Cliente_retenible
C006240,2023-12-30,VEND_024,Criadero,Grande,WhatsApp,0,0.0,0,,512,0,6,0,0,3.5,0.59,4,1,2,0.28,5,0,0
C006241,2024-05-29,VEND_030,Criadero,Grande,Teléfono,0,0.0,0,,361,5,1,2,0,7.3,0.64,5,3,1,0.08,4,0,0
C006242,2023-07-25,VEND_012,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,670,1,6,2,0,2.8,0.16,1,3,3,0.32,7,0,0
C006243,2023-12-25,VEND_011,Criadero,Grande,WhatsApp,6250,750.0,7,2024-01-28,517,1,4,0,1,7.1,0.64,4,4,4,0.66,9,1,1
C006244,2024-05-16,VEND_023,Distribuidor,Mediano,Teléfono,0,0.0,0,,374,4,0,2,0,5.2,0.65,4,2,1,0.2,2,0,0
C006245,2024-07-14,VEND_001,Criadero,Grande,WhatsApp,6631,795.72,3,2024-09-22,315,1,4,1,0,0.5,0.69,4,4,4,0.5,10,1,0
C006246,2023-12-09,VEND_013,Criadero,Pequeño,Teléfono,0,0.0,0,,533,1,1,3,0,4.4,0.33,2,2,2,0.14,5,0,0
C006247,2025-03-25,VEND_019,Distribuidor,Pequeño,Teléfono,0,0.0,0,,61,3,2,2,0,4.3,0.48,3,1,3,0.38,5,0,0
C006248,2025-01-30,VEND_027,Criadero,Grande,Teléfono,8213,985.56,8,2025-03-01,115,6,1,0,0,5.6,0.37,3,3,3,0.65,5,1,0
C006249,2025-02-06,VEND_007,Criadero,Mediano,WhatsApp,0,0.0,0,,108,1,2,0,0,3.8,0.18,1,2,3,0.39,8,0,0
C006250,2024-01-08,VEND_012,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,503,0,4,2,1,0.5,0.57,4,1,3,0.31,8,0,0
C006251,2023-09-18,VEND_013,Restaurante Gourmet,Pequeño,Email,1556,186.72,1,2024-04-25,615,0,2,3,1,10.6,0.4,2,3,4,0.5,6,0,0
C006252,2025-03-15,VEND_009,Restaurante Gourmet,Grande,Teléfono,6391,766.92,3,2025-05-12,71,1,2,2,1,9.5,0.53,3,3,5,0.65,9,1,1
C006253,2023-12-16,VEND_008,Criadero,Grande,WhatsApp,9585,1150.2,7,2024-03-12,526,1,4,2,0,6.9,0.77,5,5,5,0.78,9,1,1
C006254,2024-06-30,VEND_026,Criadero,Mediano,Email,0,0.0,0,,329,3,0,4,1,15.6,0.8,6,2,1,0.19,0,0,0
C006255,2024-12-11,VEND_027,Distribuidor,Pequeño,Email,1329,159.48,2,2025-05-17,165,2,0,4,0,13.1,0.63,4,4,4,0.57,10,1,0
C006256,2024-06-23,VEND_014,Criadero,Pequeño,Teléfono,1293,155.16,4,2024-11-26,336,3,1,0,0,5.5,0.73,3,5,3,0.53,5,1,0
C006257,2024-01-21,VEND_010,Criadero,Grande,WhatsApp,6544,785.28,5,2024-11-02,490,1,4,0,1,2.6,0.79,5,4,3,0.5,9,1,0
C006258,2024-04-25,VEND_013,Criadero,Pequeño,Teléfono,1507,180.84,5,2024-11-05,395,4,2,0,0,5.0,0.47,3,4,3,0.43,6,1,0
C006259,2023-10-28,VEND_013,Distribuidor,Pequeño,WhatsApp,1542,185.04,2,2024-05-25,575,3,4,2,0,0.7,0.56,5,4,5,0.61,8,1,1
C006260,2025-04-17,VEND_011,Criadero,Pequeño,WhatsApp,1819,218.28,4,2025-05-04,38,2,2,1,0,2.6,0.63,3,4,5,0.68,8,1,1
C006261,2023-09-10,VEND_001,Exportador,Pequeño,WhatsApp,1989,238.68,0,2024-01-11,623,2,5,2,0,2.6,0.16,1,3,4,0.47,8,1,0
C006262,2024-05-24,VEND_019,Criadero,Pequeño,Email,0,0.0,0,,366,1,0,3,1,12.9,0.6,3,2,1,0.11,0,0,0
C006263,2024-12-20,VEND_017,Criadero,Grande,Teléfono,0,0.0,0,,156,5,2,2,0,1.4,0.6,5,3,3,0.31,6,0,0
C006264,2023-10-17,VEND_015,Criadero,Pequeño,Teléfono,1398,167.76,1,2025-03-06,586,2,2,0,0,6.6,0.6,2,5,5,0.69,9,1,1
C006265,2025-04-26,VEND_012,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,29,0,1,1,2,7.3,0.62,2,3,3,0.39,9,0,0
C006266,2024-06-08,VEND_023,Criadero,Pequeño,WhatsApp,0,0.0,0,,351,1,4,2,0,3.4,0.84,6,2,1,0.09,3,0,0
C006267,2024-04-11,VEND_010,Distribuidor,Mediano,Teléfono,3481,417.72,6,2025-05-01,409,1,0,2,0,6.3,0.6,2,3,3,0.5,6,0,0
C006268,2025-04-24,VEND_022,Criadero,Pequeño,Teléfono,0,0.0,0,,31,4,0,2,0,10.1,0.44,3,1,2,0.21,5,0,0
C006269,2023-09-03,VEND_027,Criadero,Pequeño,WhatsApp,1504,180.48,4,2023-10-25,630,1,6,0,1,2.6,0.52,4,5,5,0.79,10,1,1
C006270,2023-06-07,VEND_029,Criadero,Pequeño,WhatsApp,0,0.0,0,,718,0,4,0,0,4.8,0.78,3,2,2,0.29,2,0,0
C006271,2023-07-15,VEND_027,Restaurante Gourmet,Pequeño,WhatsApp,1574,188.88,1,2024-04-24,680,1,4,0,0,3.2,0.54,3,3,4,0.53,6,1,0
C006272,2025-04-01,VEND_015,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,54,4,0,0,0,5.9,0.6,2,3,3,0.33,5,0,0
C006273,2024-10-20,VEND_026,Criadero,Mediano,Visita,4494,539.28,3,2025-01-10,217,1,0,2,0,7.4,0.19,1,4,3,0.38,2,1,0
C006274,2024-01-03,VEND_021,Criadero,Mediano,Teléfono,4374,524.88,1,2024-02-22,508,3,0,1,0,8.2,0.27,1,5,3,0.37,5,1,0
C006275,2023-11-09,VEND_013,Criadero,Mediano,WhatsApp,4462,535.44,3,2024-12-28,563,3,2,0,0,0.5,0.39,2,3,3,0.53,5,1,0
C006276,2024-08-10,VEND_020,Restaurante Gourmet,Pequeño,Teléfono,1281,153.72,3,2024-08-16,288,4,1,4,0,4.3,0.31,3,5,5,0.64,10,1,1
C006277,2024-08-11,VEND_017,Criadero,Pequeño,Teléfono,1750,210.0,1,2024-09-21,287,6,2,1,0,7.3,0.76,7,5,4,0.59,9,1,0
C006278,2023-09-24,VEND_024,Restaurante Gourmet,Mediano,Teléfono,4781,573.72,6,2024-02-06,609,2,0,2,0,2.8,0.82,3,4,4,0.72,8,1,1
C006279,2025-02-04,VEND_023,Exportador,Pequeño,Teléfono,0,0.0,0,,110,4,1,1,0,5.9,0.51,3,2,2,0.2,5,0,0
C006280,2024-03-30,VEND_018,Criadero,Mediano,WhatsApp,4920,590.4,3,2024-08-03,421,0,3,0,0,4.2,0.38,1,5,5,0.6,10,1,0
C006281,2024-12-16,VEND_022,Distribuidor,Pequeño,Teléfono,0,0.0,0,,160,6,1,0,0,5.9,0.59,4,2,1,0.16,2,0,0
C006282,2024-09-04,VEND_028,Criadero,Mediano,Teléfono,3078,369.36,4,2024-12-09,263,5,0,0,1,7.5,0.34,2,5,5,0.73,10,1,1
C006283,2024-06-13,VEND_020,Criadero,Mediano,WhatsApp,4121,494.52,3,2025-01-31,346,0,5,1,1,2.5,0.47,3,5,3,0.45,6,1,0
C006284,2023-08-28,VEND_023,Criadero,Grande,WhatsApp,8434,1012.08,3,2023-11-08,636,2,4,2,0,0.9,0.56,4,3,5,0.72,10,1,1
C006285,2023-12-09,VEND_003,Criadero,Pequeño,Teléfono,1575,189.0,1,2024-06-04,533,2,1,1,0,5.7,0.2,1,5,5,0.59,10,1,0
C006286,2023-06-30,VEND_026,Criadero,Pequeño,Teléfono,1148,137.76,0,2024-05-05,695,6,0,1,0,6.4,0.68,5,4,5,0.62,10,1,1
C006287,2025-05-09,VEND_027,Criadero,Pequeño,Teléfono,1505,180.6,1,2025-05-16,16,4,1,1,0,7.9,0.61,4,5,4,0.54,8,1,0
C006288,2024-06-06,VEND_020,Criadero,Mediano,Teléfono,3097,371.64,6,2025-05-13,353,1,0,3,0,5.4,0.59,2,3,3,0.58,5,0,0
C006289,2024-08-04,VEND_023,Distribuidor,Pequeño,Teléfono,1330,159.6,1,2024-09-09,294,1,3,0,0,7.3,0.53,2,4,3,0.41,4,1,0
C006290,2024-02-11,VEND_015,Distribuidor,Grande,WhatsApp,0,0.0,0,,469,1,5,1,0,3.0,0.47,3,3,1,0.13,3,0,0
C006291,2024-10-31,VEND_007,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,206,2,2,1,0,6.9,0.79,4,3,3,0.22,6,0,0
C006292,2025-03-28,VEND_024,Criadero,Grande,Email,0,0.0,0,,58,1,1,2,0,11.7,0.58,2,1,2,0.34,5,0,0
C006293,2023-11-18,VEND_010,Distribuidor,Mediano,WhatsApp,0,0.0,0,,554,2,4,3,0,4.1,0.47,4,2,1,0.12,1,0,0
C006294,2025-03-25,VEND_024,Distribuidor,Pequeño,Email,0,0.0,0,,61,3,0,3,1,10.9,0.61,4,3,2,0.22,3,0,0
C006295,2023-10-02,VEND_020,Criadero,Grande,WhatsApp,0,0.0,0,,601,0,1,1,0,2.7,0.7,1,3,1,0.05,1,0,0
C006296,2024-10-02,VEND_026,Criadero,Pequeño,Visita,0,0.0,0,,235,0,3,1,1,3.8,0.33,2,2,2,0.22,4,0,0
C006297,2023-09-18,VEND_008,Criadero,Pequeño,Teléfono,1127,135.24,0,2023-11-19,615,4,2,1,0,3.8,0.57,4,3,4,0.57,5,1,0
C006298,2024-06-20,VEND_019,Criadero,Mediano,Email,0,0.0,0,,339,1,0,5,0,13.4,0.41,2,1,2,0.18,5,0,0
C006299,2025-05-06,VEND_012,Distribuidor,Grande,Teléfono,7438,892.56,7,2025-05-14,19,3,2,1,0,4.2,0.33,2,5,4,0.63,10,1,1
C006300,2024-02-02,VEND_009,Criadero,Mediano,WhatsApp,4657,558.84,5,2024-04-30,478,2,7,1,0,2.8,0.89,9,3,3,0.56,9,1,0
C006301,2025-02-03,VEND_018,Criadero,Pequeño,Email,0,0.0,0,,111,0,0,2,0,11.5,0.57,1,1,3,0.25,8,0,0
C006302,2023-12-12,VEND_002,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,530,0,2,0,1,3.2,0.85,3,3,3,0.41,4,0,0
C006303,2024-03-14,VEND_008,Distribuidor,Mediano,WhatsApp,4163,499.56,6,2024-05-26,437,1,0,2,0,3.5,0.18,1,5,4,0.6,7,1,0
C006304,2024-06-12,VEND_018,Distribuidor,Grande,WhatsApp,7169,860.28,9,2024-08-17,347,0,2,0,0,4.8,0.79,2,3,4,0.65,9,1,1
C006305,2024-10-12,VEND_022,Criadero,Mediano,WhatsApp,0,0.0,0,,225,2,4,1,1,7.2,0.54,4,2,1,0.13,2,0,0
C006306,2025-01-15,VEND_022,Criadero,Pequeño,Teléfono,0,0.0,0,,130,1,2,1,0,6.0,0.69,3,2,1,0.16,2,0,0
C006307,2023-06-02,VEND_025,Restaurante Gourmet,Pequeño,Email,0,0.0,0,,723,1,1,4,0,13.8,0.7,4,1,3,0.31,4,0,0
C006308,2024-06-26,VEND_026,Criadero,Grande,WhatsApp,0,0.0,0,,333,0,5,1,0,4.6,0.45,3,3,1,0.02,4,0,0
C006309,2023-11-13,VEND_021,Criadero,Pequeño,Teléfono,1089,130.68,4,2024-01-12,559,2,1,1,0,7.2,0.18,1,5,5,0.61,10,1,1
C006310,2024-05-07,VEND_023,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,383,4,3,0,1,8.6,0.54,4,3,3,0.31,5,0,0
C006311,2024-06-22,VEND_018,Criadero,Mediano,Teléfono,4994,599.28,4,2024-09-22,337,5,2,1,0,5.0,0.56,4,5,5,0.73,10,1,1
C006312,2025-01-07,VEND_006,Criadero,Mediano,WhatsApp,3219,386.28,3,2025-04-23,138,2,4,0,0,0.5,0.18,1,5,3,0.47,4,1,0
C006313,2023-09-07,VEND_004,Criadero,Pequeño,WhatsApp,0,0.0,0,,626,2,4,1,0,3.3,0.84,6,1,2,0.19,3,0,0
C006314,2025-02-05,VEND_001,Criadero,Mediano,WhatsApp,4027,483.24,2,2025-04-05,109,1,2,1,1,0.5,0.46,2,4,5,0.67,10,1,1
C006315,2024-10-14,VEND_029,Criadero,Pequeño,Teléfono,0,0.0,0,,223,3,1,2,0,1.7,0.69,4,1,2,0.21,4,0,0
C006316,2023-09-07,VEND_006,Distribuidor,Mediano,WhatsApp,3846,461.52,8,2025-04-07,626,1,4,1,1,6.7,0.71,5,5,4,0.71,8,1,1
C006317,2025-02-26,VEND_026,Criadero,Pequeño,WhatsApp,1309,157.08,2,2025-05-21,88,3,1,0,0,7.2,0.22,1,5,5,0.63,10,1,1
C006318,2024-06-09,VEND_030,Criadero,Grande,WhatsApp,0,0.0,0,,350,0,4,4,1,2.6,0.83,7,3,2,0.35,5,0,0
C006319,2023-09-07,VEND_026,Distribuidor,Pequeño,Visita,0,0.0,0,,626,1,2,0,2,9.9,0.35,2,1,2,0.2,4,0,0
C006320,2024-03-15,VEND_001,Distribuidor,Mediano,Teléfono,3435,412.2,7,2025-01-23,436,3,2,2,0,6.4,0.25,2,4,5,0.79,9,1,1
C006321,2023-12-28,VEND_004,Criadero,Mediano,Teléfono,0,0.0,0,,514,6,1,0,0,4.3,0.87,6,3,2,0.24,3,0,0
C006322,2023-06-25,VEND_026,Exportador,Mediano,Visita,4029,483.48,4,2023-12-10,700,2,0,1,1,5.6,0.68,3,4,4,0.59,6,1,0
C006323,2024-03-25,VEND_005,Distribuidor,Pequeño,WhatsApp,1508,180.96,2,2024-09-17,426,0,4,1,0,2.4,0.11,1,4,5,0.63,10,1,1
C006324,2025-01-11,VEND_009,Distribuidor,Pequeño,Teléfono,1830,219.6,0,2025-05-04,134,3,1,2,1,5.5,0.38,3,3,5,0.57,10,1,0
C006325,2024-03-21,VEND_004,Criadero,Pequeño,WhatsApp,0,0.0,0,,430,1,3,0,0,0.5,0.45,2,3,2,0.19,3,0,0
C006326,2023-08-15,VEND_006,Criadero,Mediano,Teléfono,0,0.0,0,,649,5,0,3,0,6.1,0.18,1,1,3,0.34,7,0,0
C006327,2023-07-27,VEND_028,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,668,0,3,1,0,5.8,0.27,1,3,3,0.39,7,0,0
C006328,2023-07-25,VEND_006,Criadero,Pequeño,Email,1957,234.84,1,2023-10-26,670,0,0,3,0,10.9,0.25,1,5,5,0.66,10,1,1
C006329,2024-07-16,VEND_028,Criadero,Pequeño,Teléfono,0,0.0,0,,313,1,4,0,1,5.2,0.66,4,2,3,0.39,5,0,0
C006330,2024-01-13,VEND_010,Distribuidor,Mediano,Teléfono,3272,392.64,4,2024-02-04,498,5,4,0,2,5.3,0.46,5,3,5,0.78,10,1,1
C006331,2023-09-27,VEND_017,Criadero,Mediano,WhatsApp,4522,542.64,3,2024-02-02,606,2,4,0,0,3.7,0.43,3,3,5,0.7,10,1,1
C006332,2024-07-14,VEND_011,Restaurante Gourmet,Mediano,WhatsApp,3879,465.48,3,2025-05-21,315,2,5,3,0,4.7,0.45,5,3,4,0.56,9,1,0
C006333,2024-12-31,VEND_030,Restaurante Gourmet,Mediano,WhatsApp,4422,530.64,2,2025-05-12,145,0,0,2,1,2.3,0.78,2,4,5,0.66,10,1,1
C006334,2025-01-03,VEND_005,Criadero,Pequeño,Email,1530,183.6,4,2025-03-01,142,2,1,2,1,11.6,0.28,2,3,4,0.63,7,0,1
C006335,2024-01-17,VEND_028,Restaurante Gourmet,Grande,Email,0,0.0,0,,494,2,0,8,0,16.3,0.53,5,1,1,0.11,4,0,0
C006336,2025-01-29,VEND_007,Criadero,Mediano,WhatsApp,4677,561.24,11,2025-05-01,116,1,1,0,2,0.5,0.67,3,5,3,0.69,4,1,0
C006337,2023-11-29,VEND_024,Criadero,Pequeño,WhatsApp,1829,219.48,0,2025-01-29,543,1,3,0,0,0.5,0.6,2,4,5,0.55,10,1,0
C006338,2023-11-10,VEND_025,Distribuidor,Pequeño,Email,0,0.0,0,,562,0,2,6,0,14.1,0.3,2,2,2,0.13,4,0,0
C006339,2025-05-08,VEND_027,Exportador,Pequeño,Email,0,0.0,0,,17,0,2,5,1,11.2,0.54,4,1,2,0.27,4,0,0
C006340,2023-08-27,VEND_019,Criadero,Pequeño,Teléfono,1980,237.6,0,2024-05-16,637,2,3,2,0,8.4,0.05,0,4,5,0.55,9,1,0
C006341,2023-12-31,VEND_023,Criadero,Grande,WhatsApp,6203,744.36,6,2024-11-22,511,1,7,1,0,2.3,0.18,2,5,3,0.41,6,1,0
C006342,2025-04-06,VEND_013,Restaurante Gourmet,Grande,Teléfono,8482,1017.84,5,2025-04-29,49,1,2,0,0,6.4,0.7,2,4,5,0.76,10,1,1
C006343,2024-11-02,VEND_002,Exportador,Grande,Email,0,0.0,0,,204,4,1,0,0,13.2,0.61,3,2,3,0.37,7,0,0
C006344,2024-03-03,VEND_003,Criadero,Pequeño,Email,0,0.0,0,,448,1,0,5,0,13.3,0.41,2,1,1,0.08,1,0,0
C006345,2023-09-14,VEND_028,Distribuidor,Pequeño,Teléfono,1855,222.6,2,2025-05-06,619,2,1,1,0,3.7,0.43,2,5,3,0.47,6,1,0
C006346,2024-07-28,VEND_018,Criadero,Mediano,WhatsApp,0,0.0,0,,301,1,5,1,0,2.4,0.05,0,1,2,0.24,5,0,0
C006347,2023-06-28,VEND_029,Distribuidor,Pequeño,WhatsApp,1362,163.44,1,2025-01-23,697,1,1,1,0,4.5,0.69,2,5,4,0.51,8,1,0
C006348,2023-09-12,VEND_023,Criadero,Grande,Visita,0,0.0,0,,621,2,0,2,3,9.4,0.67,5,3,3,0.39,5,0,0
C006349,2024-01-02,VEND_010,Criadero,Pequeño,WhatsApp,0,0.0,0,,509,2,6,0,1,2.5,0.54,5,2,1,0.13,3,0,0
C006350,2024-10-12,VEND_029,Criadero,Mediano,Teléfono,0,0.0,0,,225,3,2,1,3,7.2,0.55,5,1,1,0.12,2,0,0
C006351,2023-06-08,VEND_001,Criadero,Grande,Email,9554,1146.48,7,2023-11-08,717,2,1,4,0,14.8,0.68,5,4,5,0.78,10,1,1
C006352,2023-12-06,VEND_006,Criadero,Grande,WhatsApp,7054,846.48,0,2024-04-17,536,0,3,3,0,3.6,0.27,2,3,4,0.5,10,1,0
C006353,2024-04-23,VEND_010,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,397,1,5,1,0,3.4,0.5,4,2,2,0.22,5,0,0
C006354,2025-01-27,VEND_015,Criadero,Mediano,Visita,0,0.0,0,,118,1,0,1,1,2.0,0.44,1,2,2,0.25,4,0,0
C006355,2024-11-30,VEND_028,Criadero,Grande,WhatsApp,0,0.0,0,,176,2,2,2,1,3.0,0.49,3,1,3,0.3,5,0,0
C006356,2024-04-03,VEND_006,Criadero,Mediano,WhatsApp,4417,530.04,5,2024-09-23,417,3,2,0,0,3.4,0.53,3,4,3,0.46,6,1,0
C006357,2024-02-20,VEND_025,Criadero,Pequeño,Email,1830,219.6,0,2025-05-01,460,1,1,4,0,8.6,0.38,2,5,3,0.33,8,1,0
C006358,2024-03-10,VEND_006,Criadero,Pequeño,Teléfono,0,0.0,0,,441,2,3,2,0,5.6,0.77,5,2,1,0.13,0,0,0
C006359,2023-10-06,VEND_017,Distribuidor,Pequeño,Email,1621,194.52,1,2023-11-18,597,1,0,2,0,10.2,0.56,2,3,4,0.55,9,0,0
C006360,2023-10-23,VEND_020,Criadero,Mediano,Teléfono,0,0.0,0,,580,3,0,1,0,5.9,0.82,3,3,1,0.06,1,0,0
C006361,2025-02-24,VEND_015,Distribuidor,Grande,Teléfono,0,0.0,0,,90,8,0,0,0,7.4,0.85,7,2,1,0.05,0,0,0
C006362,2024-08-19,VEND_026,Distribuidor,Pequeño,WhatsApp,1573,188.76,2,2024-11-20,279,2,4,1,0,4.6,0.58,4,4,4,0.57,5,1,0
C006363,2024-03-14,VEND_015,Criadero,Mediano,WhatsApp,0,0.0,0,,437,0,4,1,0,3.7,0.7,3,1,1,0.13,1,0,0
C006364,2024-06-07,VEND_026,Restaurante Gourmet,Mediano,Visita,0,0.0,0,,352,1,4,1,2,6.0,0.56,4,3,2,0.24,6,0,0
C006365,2024-08-06,VEND_012,Criadero,Mediano,Visita,0,0.0,0,,292,1,1,2,2,3.6,0.57,3,3,2,0.27,5,0,0
C006366,2023-09-04,VEND_022,Criadero,Pequeño,Email,0,0.0,0,,629,3,1,4,0,11.3,0.47,4,3,1,0.13,5,0,0
C006367,2023-09-11,VEND_008,Distribuidor,Mediano,Visita,0,0.0,0,,622,0,4,1,1,2.9,0.25,1,1,3,0.51,7,0,0
C006368,2023-06-22,VEND_013,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,703,0,6,0,0,0.5,0.65,4,3,2,0.23,2,0,0
C006369,2024-12-12,VEND_008,Distribuidor,Mediano,Teléfono,0,0.0,0,,164,4,0,0,0,7.2,0.19,1,1,3,0.37,6,0,0
C006370,2024-01-13,VEND_006,Criadero,Mediano,WhatsApp,3348,401.76,4,2024-04-11,498,0,4,3,0,1.9,0.57,4,4,5,0.74,10,1,1
C006371,2024-10-25,VEND_010,Distribuidor,Mediano,WhatsApp,0,0.0,0,,212,2,2,1,1,0.7,0.49,3,2,3,0.32,7,0,0
C006372,2024-12-11,VEND_011,Criadero,Mediano,Email,0,0.0,0,,165,2,0,6,1,9.9,0.29,3,3,1,0.21,3,0,0
C006373,2024-05-24,VEND_001,Distribuidor,Mediano,Email,4143,497.16,1,2024-12-25,366,1,1,2,0,14.2,0.6,2,3,3,0.39,5,0,0
C006374,2024-03-23,VEND_008,Restaurante Gourmet,Pequeño,WhatsApp,1022,122.64,1,2024-11-10,428,0,6,3,0,2.6,0.53,5,5,4,0.58,8,1,0
C006375,2025-03-07,VEND_013,Distribuidor,Mediano,Email,0,0.0,0,,79,1,0,4,0,13.2,0.29,1,3,1,0.11,3,0,0
C006376,2024-12-13,VEND_009,Criadero,Pequeño,Email,1905,228.6,0,2025-03-21,163,0,1,4,0,7.5,0.5,2,3,5,0.54,8,0,0
C006377,2025-04-28,VEND_023,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,27,3,1,1,0,2.4,0.41,2,2,1,0.11,0,0,0
C006378,2023-10-12,VEND_006,Criadero,Mediano,Teléfono,3170,380.4,4,2024-12-20,591,4,2,2,0,7.4,0.34,3,3,5,0.71,10,1,1
C006379,2023-11-25,VEND_009,Distribuidor,Grande,WhatsApp,0,0.0,0,,547,0,2,0,0,0.5,0.65,1,1,1,0.16,1,0,0
C006380,2024-07-22,VEND_002,Criadero,Mediano,Email,3319,398.28,1,2025-03-07,307,0,2,4,0,13.4,0.94,6,5,4,0.47,10,1,0
C006381,2025-01-04,VEND_001,Criadero,Mediano,Visita,3673,440.76,5,2025-03-28,141,2,1,0,2,5.2,0.19,1,4,3,0.53,7,1,0
C006382,2023-10-06,VEND_017,Distribuidor,Mediano,Visita,0,0.0,0,,597,1,1,2,5,4.2,0.8,7,1,1,0.17,0,0,0
C006383,2024-02-17,VEND_005,Criadero,Grande,WhatsApp,0,0.0,0,,463,2,6,2,1,2.5,0.39,4,1,1,0.14,4,0,0
C006384,2025-01-09,VEND_030,Restaurante Gourmet,Mediano,Email,0,0.0,0,,136,1,0,2,0,11.0,0.49,1,2,3,0.41,3,0,0
C006385,2024-06-07,VEND_029,Exportador,Grande,WhatsApp,7592,911.04,10,2024-06-14,352,1,5,1,0,4.8,0.4,3,4,5,0.81,10,1,1
C006386,2025-03-23,VEND_024,Distribuidor,Mediano,WhatsApp,4305,516.6,2,2025-05-24,63,2,2,0,0,6.1,0.45,2,4,3,0.4,4,1,0
C006387,2023-07-31,VEND_012,Criadero,Pequeño,WhatsApp,0,0.0,0,,664,0,5,0,0,2.3,0.27,1,1,3,0.41,7,0,0
C006388,2024-02-27,VEND_010,Criadero,Pequeño,WhatsApp,1831,219.72,2,2024-03-18,453,1,5,0,2,0.5,0.41,3,5,5,0.65,7,1,1
C006389,2023-06-20,VEND_001,Distribuidor,Pequeño,Teléfono,1072,128.64,1,2025-03-11,705,3,1,1,0,5.9,0.83,4,5,4,0.46,9,1,0
C006390,2023-07-19,VEND_004,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,676,1,3,0,0,3.1,0.75,3,1,3,0.39,6,0,0
C006391,2023-11-04,VEND_004,Criadero,Mediano,WhatsApp,0,0.0,0,,568,1,3,3,1,4.1,0.56,5,2,3,0.36,10,0,0
C006392,2024-09-12,VEND_024,Criadero,Pequeño,Visita,1891,226.92,2,2024-09-19,255,1,0,0,4,6.0,0.64,3,4,4,0.55,8,1,0
C006393,2024-07-05,VEND_009,Distribuidor,Pequeño,Teléfono,0,0.0,0,,324,2,2,1,1,5.1,0.49,3,3,1,0.11,4,0,0
C006394,2023-06-25,VEND_022,Restaurante Gourmet,Grande,Visita,0,0.0,0,,700,1,1,0,1,2.9,0.56,2,2,2,0.25,3,0,0
C006395,2023-09-29,VEND_018,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,604,1,4,2,0,0.5,0.3,2,3,2,0.19,6,0,0
C006396,2023-06-21,VEND_008,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,704,2,7,0,0,1.7,0.62,6,3,1,0.19,0,0,0
C006397,2023-09-15,VEND_002,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,618,0,3,1,0,3.9,0.18,1,2,1,0.11,0,0,0
C006398,2025-03-04,VEND_010,Restaurante Gourmet,Pequeño,Teléfono,1544,185.28,2,2025-05-15,82,4,2,3,0,6.7,0.41,4,5,4,0.56,7,1,0
C006399,2024-05-21,VEND_024,Exportador,Pequeño,WhatsApp,0,0.0,0,,369,2,3,1,0,2.9,0.5,3,2,1,0.09,2,0,0
C006400,2023-06-19,VEND_015,Criadero,Pequeño,Email,0,0.0,0,,706,3,0,5,0,14.0,0.2,2,1,1,0.2,1,0,0
C006401,2024-11-07,VEND_006,Criadero,Pequeño,Teléfono,0,0.0,0,,199,7,2,1,0,5.1,0.13,1,2,1,0.09,1,0,0
C006402,2024-04-30,VEND_007,Distribuidor,Pequeño,Visita,1027,123.24,0,2024-10-30,390,0,1,0,1,7.1,0.39,1,4,5,0.58,10,1,0
C006403,2025-02-14,VEND_004,Restaurante Gourmet,Mediano,WhatsApp,4271,512.52,0,2025-02-14,100,1,4,0,0,2.0,0.51,3,5,5,0.62,10,1,1
C006404,2025-02-14,VEND_007,Restaurante Gourmet,Grande,Teléfono,9063,1087.56,2,2025-04-13,100,5,0,2,0,6.9,0.81,6,4,4,0.47,10,1,0
C006405,2024-04-13,VEND_021,Criadero,Mediano,Teléfono,4760,571.2,7,2024-10-15,407,2,0,2,0,4.6,0.22,1,3,4,0.62,10,1,1
C006406,2024-10-01,VEND_005,Criadero,Pequeño,Teléfono,0,0.0,0,,236,3,1,3,0,3.0,0.64,4,2,1,0.16,3,0,0
C006407,2025-02-19,VEND_029,Criadero,Pequeño,WhatsApp,0,0.0,0,,95,0,5,4,0,3.6,0.62,6,2,1,0.16,1,0,0
C006408,2023-10-30,VEND_007,Exportador,Grande,Teléfono,0,0.0,0,,573,4,1,1,0,7.0,0.47,3,2,3,0.42,6,0,0
C006409,2024-03-03,VEND_006,Distribuidor,Pequeño,WhatsApp,1950,234.0,2,2024-06-22,448,2,6,1,0,5.0,0.31,3,5,5,0.71,8,1,1
